,State,County,Killed,Injured,AvgKilled,AvgInjured,Population,Houses,LandArea,PopDensity,HousingPrice,NumIncidents,NumCities
ia-audubon,ia,audubon,0.0,0.0,,,3529.0,1791.0,5.290000000000001,667.1077504725897,58371.89718433438,0,5
mi-kalkaska,mi,kalkaska,1.0,0.0,0.5,0.0,4351.0,2441.0,12.57,346.14160700079555,147096.8857527444,2,4
ca-mendocino,ca,mendocino,3.0,10.0,0.15789473684210525,0.5263157894736842,37380.0,16059.0,53.410000000000004,699.8689384010485,371334.23609918024,19,16
ky-morgan,ky,morgan,1.0,1.0,0.5,0.5,3670.0,874.0,5.220000000000005,703.0651340996162,80788.84245551768,2,2
va-chesapeakecity,va,chesapeakecity,43.0,82.0,0.31851851851851853,0.6074074074074074,222209.0,83196.0,340.8000000000005,652.0217136150225,263471.02205882355,135,1
va-roanoke,va,roanoke,3.0,0.0,0.6,0.0,8098.0,3774.0,3.1599999999999984,2562.658227848103,161831.7142857143,5,1
sc-lexington,sc,lexington,170.0,343.0,0.2698412698412698,0.5444444444444444,192553.0,82060.5,201.14499999999944,957.2845459742998,138575.3984477615,630,14
oh-paulding,oh,paulding,1.0,4.0,0.1,0.4,16855.0,7371.0,9.179999999999994,1836.0566448801753,120810.50868959713,10,9
mn-houston,mn,houston,0.0,2.0,0.0,0.5,11296.0,5265.0,10.719999999999999,1053.7313432835822,188420.93820570962,4,7
ga-colquitt,ga,colquitt,31.0,54.0,0.24031007751937986,0.4186046511627907,17330.0,7471.0,23.53999999999996,736.193712829228,80061.65789580159,129,7
tn-cheatham,tn,cheatham,1.0,3.0,0.16666666666666666,0.5,13539.0,5534.0,40.26000000000001,336.2891207153501,207059.41149332878,6,4
ms-winston,ms,winston,2.0,4.0,0.3333333333333333,0.6666666666666666,6631.0,2870.0,15.070000000000013,440.01327140013234,79234.36734693877,6,1
ky-marion,ky,marion,3.0,0.0,0.75,0.0,6680.0,3204.0,9.669999999999998,690.7962771458119,102280.85349308263,4,4
in-henry,in,henry,4.0,10.0,0.2222222222222222,0.5555555555555556,27142.0,12965.0,12.670000000000002,2142.2257300710335,82584.79860333551,18,15
fl-highlands,fl,highlands,12.0,24.0,0.3076923076923077,0.6153846153846154,21550.0,10825.0,20.56000000000001,1048.151750972762,117880.364508946,39,3
oh-erie,oh,erie,6.0,33.0,0.09230769230769231,0.5076923076923077,47413.0,24427.0,33.68000000000002,1407.7494061757711,110530.08740835307,65,8
ar-benton,ar,benton,6.0,15.0,0.09523809523809523,0.23809523809523808,167827.0,70072.5,195.18999999999997,859.8135150366311,187543.22934931,63,17
il-stephenson,il,stephenson,4.0,19.0,0.06779661016949153,0.3220338983050847,32644.0,15397.0,17.55999999999998,1858.997722095674,66169.69893439743,59,10
nc-burke,nc,burke,8.0,5.0,0.42105263157894735,0.2631578947368421,30811.0,14001.0,39.32999999999999,783.3968980422071,126592.67108273608,19,7
fl-bay,fl,bay,8.0,21.0,0.16666666666666666,0.4375,44916.0,31997.0,37.77000000000001,1189.1977760127081,228217.79609325054,48,3
co-phillips,co,phillips,0.0,1.0,0.0,1.0,3317.0,1554.0,3.3600000000000003,987.2023809523808,139266.02566122974,1,3
ca-plumas,ca,plumas,16.0,27.0,0.25806451612903225,0.43548387096774194,24799.0,11947.0,85.22999999999999,290.9656224334155,207597.92915222506,62,13
nc-brunswick,nc,brunswick,9.0,15.0,0.2,0.3333333333333333,45861.0,38770.0,115.49999999999994,397.06493506493524,264906.8586577629,45,15
ky-magoffin,ky,magoffin,1.0,0.0,1.0,0.0,1883.0,857.0,2.4699999999999998,762.3481781376519,45154.938775510214,1,1
nd-walsh,nd,walsh,0.0,1.0,0.0,1.0,6932.0,3422.0,9.430000000000003,735.1007423117707,92052.50265489012,1,7
wv-pocahontas,wv,pocahontas,3.0,0.0,1.0,0.0,1913.0,1234.0,7.8999999999999995,242.15189873417722,73536.76360268581,3,6
md-carroll,md,carroll,5.0,2.0,0.35714285714285715,0.14285714285714285,43256.0,16920.0,18.549999999999994,2331.8598382749333,304403.4447471897,14,7
nm-santafe,nm,santafe,14.0,16.0,0.10606060606060606,0.12121212121212122,72698.0,39342.0,105.40999999999988,689.668911867945,345035.70366128255,132,5
ct-middlesex,ct,middlesex,8.0,11.0,0.1111111111111111,0.1527777777777778,153243.5,69698.5,333.205,459.90756441229877,254303.94887364405,72,16
va-surry,va,surry,0.0,0.0,0.0,0.0,894.0,471.0,6.929999999999995,129.0043290043291,149993.8593526583,1,3
ok-grady,ok,grady,13.0,12.0,0.3939393939393939,0.36363636363636365,27850.0,12389.0,86.30999999999995,322.6740817981696,95527.15274082836,33,11
ga-lee,ga,lee,2.0,2.0,0.2857142857142857,0.2857142857142857,3471.0,1301.0,7.480000000000001,464.0374331550801,154535.70224646354,7,2
sd-lawrence,sd,lawrence,0.0,0.0,0.0,0.0,15949.0,8012.0,23.02000000000001,692.8323197219805,210544.4074882574,3,5
tx-wilson,tx,wilson,3.0,2.0,0.5,0.3333333333333333,10832.0,4053.0,12.939999999999998,837.0942812983,233694.65458692724,6,4
tx-liveoak,tx,liveoak,2.0,1.0,0.6666666666666666,0.3333333333333333,4293.0,1817.0,3.3999999999999977,1262.6470588235302,126579.03705367673,3,2
vt-lamoille,vt,lamoille,0.0,2.0,0.0,0.2,19346.0,10044.0,322.35,60.015511090429655,253087.1168003641,10,11
va-page,va,page,0.0,3.0,0.0,1.5,8957.0,4115.0,8.360000000000003,1071.4114832535881,153150.09748307586,2,3
tn-tipton,tn,tipton,4.0,7.0,0.2857142857142857,0.5,27299.0,10341.0,39.49000000000001,691.2889339073181,138039.57917660827,14,7
nc-nash,nc,nash,41.0,94.0,0.2847222222222222,0.6527777777777778,72230.0,33631.0,74.38999999999996,970.9638392257029,96337.24908305249,144,10
wa-yakima,wa,yakima,63.0,85.0,0.3684210526315789,0.49707602339181284,161009.0,55947.0,64.01999999999997,2514.9796938456743,197269.79274657078,171,18
ia-greene,ia,greene,0.0,1.0,0.0,0.5,6711.0,3290.0,12.61,532.1966693100713,85411.84607034303,2,7
ut-sanjuan,ut,sanjuan,0.0,1.0,0.0,0.5,5742.0,2016.0,65.06999999999998,88.24343015214387,173917.89749352122,2,3
mi-barry,mi,barry,1.0,1.0,0.5,0.5,14773.0,6509.0,21.49,687.4360167519777,148572.48026751028,2,8
nd-morton,nd,morton,4.0,3.0,0.13333333333333333,0.1,21063.0,9346.0,15.719999999999981,1339.8854961832078,212457.61989519195,30,5
nm-otero,nm,otero,8.0,6.0,0.5333333333333333,0.4,39410.0,19362.0,111.15000000000002,354.56590193432294,131860.50354545293,15,12
pa-elk,pa,elk,0.0,0.0,,,2483.0,1293.0,2.8799999999999986,862.1527777777782,33758.69387755102,0,1
in-jay,in,jay,0.0,2.0,0.0,1.0,11048.0,5325.0,8.020000000000003,1377.5561097256852,74590.49487783846,2,6
mo-dallas,mo,dallas,4.0,1.0,0.8,0.2,3623.0,1797.0,4.280000000000002,846.4953271028033,98577.02968666596,5,3
tx-valverde,tx,valverde,8.0,4.0,0.34782608695652173,0.17391304347826086,35591.0,12958.0,20.15,1766.302729528536,116091.53448275864,23,1
al-chambers,al,chambers,3.0,12.0,0.375,1.5,9612.0,4706.0,16.110000000000014,596.6480446927369,58496.658716185164,8,3
nc-craven,nc,craven,20.0,49.0,0.18867924528301888,0.46226415094339623,56673.0,24171.0,52.86000000000003,1072.1339387060152,141370.15410479403,106,7
fl-okaloosa,fl,okaloosa,26.0,63.0,0.15757575757575756,0.38181818181818183,65649.0,30123.0,55.01,1193.401199781858,203498.0429597869,165,8
mn-carlton,mn,carlton,2.0,2.0,0.2857142857142857,0.2857142857142857,20150.0,8248.0,52.49000000000004,383.88264431320226,160610.1648241256,7,10
oh-columbiana,oh,columbiana,8.0,11.0,0.5,0.6875,48047.0,22535.0,34.050000000000004,1411.0719530102788,93482.66732746792,16,16
mo-monroe,mo,monroe,1.0,3.0,0.3333333333333333,1.0,4478.0,2218.0,5.84,766.7808219178082,101894.66031173516,3,6
ok-jefferson,ok,jefferson,0.0,1.0,0.0,0.3333333333333333,4762.0,2425.0,15.96000000000001,298.37092731829557,28527.81192509994,3,8
tx-medina,tx,medina,5.0,2.0,0.8333333333333334,0.3333333333333333,19230.0,6830.0,20.18,952.9236868186323,162969.13554307228,6,6
ga-fulton,ga,fulton,59.0,56.0,0.44360902255639095,0.42105263157894735,419074.0,176120.0,234.30000000000007,1788.6214255228335,336749.73883043695,133,12
fl-marion,fl,marion,59.0,129.0,0.2062937062937063,0.45104895104895104,61765.0,29622.0,50.02999999999994,1234.5592644413368,146876.01186867524,286,4
ca-butte,ca,butte,19.0,59.0,0.12179487179487179,0.3782051282051282,134128.5,58734.0,266.4900000000001,503.31532140042754,291155.7230878214,156,14
ne-phelps,ne,phelps,0.0,0.0,,,1457.0,662.0,1.3700000000000006,1063.503649635036,129876.56544793145,0,4
tn-robertson,tn,robertson,12.0,33.0,0.24489795918367346,0.673469387755102,38522.0,15143.0,52.73000000000002,730.551868006827,193684.0116558045,49,8
ne-dakota,ne,dakota,2.0,1.0,0.25,0.125,17120.0,6180.0,8.249999999999998,2075.1515151515155,130305.10720652532,8,6
pa-erie,pa,erie,30.0,90.0,0.16304347826086957,0.4891304347826087,128612.0,56579.0,37.999999999999964,3384.526315789477,86143.59638500834,184,13
in-laporte,in,laporte,13.0,23.0,0.23636363636363636,0.41818181818181815,67485.0,29852.0,42.70000000000001,1580.444964871194,133012.6678734304,55,13
il-knox,il,knox,5.0,8.0,0.3125,0.5,43847.0,19380.0,28.98,1513.008971704624,68987.87861622384,16,14
wa-stevens,wa,stevens,0.0,0.0,0.0,0.0,9683.0,4712.0,13.190000000000001,734.1167551175132,214834.47125446098,3,9
nc-scotland,nc,scotland,11.0,24.0,0.275,0.6,18896.0,8393.0,17.54999999999999,1076.6951566951573,70954.76810774898,40,5
mn-chippewa,mn,chippewa,0.0,0.0,0.0,0.0,7683.0,3590.0,8.55,898.5964912280701,96583.84868398613,1,5
wa-columbia,wa,columbia,0.0,0.0,,,2526.0,1200.0,1.4300000000000004,1766.433566433566,142864.16326530612,0,1
pa-cambria,pa,cambria,26.0,25.0,0.3880597014925373,0.373134328358209,36952.0,19617.0,16.42999999999999,2249.0566037735866,46500.16498006453,67,10
oh-greene,oh,greene,173.0,554.0,0.14735945485519591,0.47189097103918226,343540.0,166486.0,145.13000000000096,2367.1191345689913,98863.64207021517,1174,13
oh-seneca,oh,seneca,6.0,9.0,0.375,0.5625,36841.0,16554.0,20.879999999999995,1764.4157088122608,88474.21499088944,16,11
ok-leflore,ok,leflore,8.0,5.0,0.7272727272727273,0.45454545454545453,26583.0,11280.0,113.51,234.19082019205356,71193.92103234911,11,15
mt-sweetgrass,mt,sweetgrass,0.0,0.0,,,1641.0,933.0,0.9200000000000012,1783.6956521739107,241018.32653061225,0,1
il-winnebago,il,winnebago,77.0,381.0,0.09166666666666666,0.45357142857142857,237326.0,101372.0,125.61000000000114,1889.3877875965118,100469.33135205909,840,11
nd-mclean,nd,mclean,0.0,2.0,0.0,0.6666666666666666,5551.0,2972.0,8.250000000000002,672.8484848484848,171102.03724393662,3,11
ms-carroll,ms,carroll,0.0,0.0,0.0,0.0,1243.0,526.0,2.270000000000002,547.5770925110128,64231.428028245515,1,2
ky-mccreary,ky,mccreary,0.0,1.0,0.0,1.0,3037.0,1361.0,10.42,291.4587332053743,61241.760770142,1,2
wi-richland,wi,richland,0.0,0.0,0.0,0.0,7245.0,3591.0,7.659999999999998,945.8224543080942,106502.9684960701,3,5
oh-pike,oh,pike,8.0,0.0,8.0,0.0,2630.0,1129.0,2.89,910.0346020761245,94177.55056850023,1,2
or-klamath,or,klamath,8.0,9.0,0.27586206896551724,0.3103448275862069,23638.0,10745.0,22.409999999999982,1054.79696564034,171745.23456862336,29,5
mn-pipestone,mn,pipestone,0.0,0.0,,,6144.0,3009.0,9.100000000000001,675.164835164835,86569.1240903141,0,6
mn-pope,mn,pope,0.0,0.0,,,5144.0,2755.0,11.120000000000006,462.5899280575537,144802.96029482572,0,8
wi-vernon,wi,vernon,1.0,2.0,0.25,0.5,10772.0,5144.5,71.91499999999996,149.78794410067448,133914.99041870108,4,12
ga-telfair,ga,telfair,0.0,1.0,0.0,1.0,10457.0,3831.0,10.850000000000005,963.7788018433175,53368.79706902338,1,5
fl-broward,fl,broward,255.0,339.0,0.33031088082901555,0.43911917098445596,1654578.0,759751.0,385.14500000000027,4295.987225590359,265062.0423231036,772,30
va-southampton,va,southampton,0.0,1.0,0.0,1.0,3258.0,1447.0,7.18,453.7604456824513,144828.77158935447,1,7
wi-buffalo,wi,buffalo,0.0,0.0,0.0,0.0,3511.8333333333335,1905.8333333333333,77.0033333333333,45.6062508116532,123694.3102843936,1,5
ky-scott,ky,scott,6.0,10.0,0.25,0.4166666666666667,30044.0,12389.0,17.340000000000007,1732.6412918108413,182168.16692151202,24,3
tx-moore,tx,moore,1.0,2.0,0.5,1.0,19796.0,7039.0,9.330000000000002,2121.757770632368,109453.9392046064,2,3
tn-houston,tn,houston,0.0,0.0,,,2692.0,1196.0,7.790000000000001,345.571245186136,101159.02719950855,0,2
vt-franklin,vt,franklin,0.0,0.0,0.0,0.0,28102.0,12799.0,476.40999999999997,58.98700698977772,190880.62134796884,7,12
nc-newhanover,nc,newhanover,56.0,187.0,0.12641083521444696,0.4221218961625282,117873.0,64554.0,60.95000000000027,1933.9294503691465,260421.22135521338,443,5
pa-potter,pa,potter,0.0,1.0,0.0,0.5,5384.0,2699.0,13.03,413.20030698388337,66859.55210168543,2,4
va-russell,va,russell,1.0,1.0,0.25,0.25,5724.0,2848.0,13.279999999999998,431.02409638554224,89308.18369496675,4,4
tx-bexar,tx,bexar,19.0,20.0,0.5428571428571428,0.5714285714285714,113781.0,47665.0,56.940000000000005,1998.2613277133823,265789.9748878632,35,19
nc-davidson,nc,davidson,17.0,39.0,0.21518987341772153,0.4936708860759494,50371.0,22791.0,42.31000000000001,1190.5223351453556,128589.84987665572,79,4
wi-lincoln,wi,lincoln,6.0,6.0,0.5,0.5,10828.8,5185.8,110.47300000000007,98.02214115666264,142461.3819519709,12,3
ms-washington,ms,washington,26.0,28.0,0.5531914893617021,0.5957446808510638,38881.0,16511.0,30.480000000000043,1275.6233595800506,675458.6625359115,47,2
mi-huron,mi,huron,2.0,2.0,0.3333333333333333,0.3333333333333333,12339.0,7302.0,17.200000000000003,717.3837209302325,89039.35462747134,6,12
fl-franklin,fl,franklin,2.0,3.0,0.25,0.375,7346.0,3506.0,13.670000000000002,537.3811265544988,264950.45009045716,8,3
nc-lincoln,nc,lincoln,7.0,9.0,0.28,0.36,13550.0,6247.0,17.169999999999995,789.1671520093188,184942.98983414078,25,3
la-saintmary,la,saintmary,5.0,10.0,0.16129032258064516,0.3225806451612903,33558.0,14288.0,27.540000000000006,1218.5185185185182,119447.83184330506,31,5
al-winston,al,winston,0.0,1.0,0.0,1.0,7067.0,3436.0,31.009999999999998,227.89422766849404,79489.36283884916,1,6
in-bartholomew,in,bartholomew,8.0,8.0,0.22857142857142856,0.22857142857142856,48358.0,21489.0,30.339999999999996,1593.869479235333,156455.93542590848,35,7
wa-kitsap,wa,kitsap,160.0,380.0,0.1762114537444934,0.4185022026431718,728864.0,363267.0,195.360000000001,3730.876330876312,660953.720699813,908,13
tn-lauderdale,tn,lauderdale,3.0,5.0,0.6,1.0,12292.0,5457.0,19.559999999999988,628.425357873211,72302.57288709877,5,4
ca-napa,ca,napa,8.0,6.0,0.6153846153846154,0.46153846153846156,89321.0,35317.0,32.38000000000001,2758.523780111179,672005.3954820161,13,5
co-dolores,co,dolores,0.0,0.0,,,1000.0,570.0,1.2999999999999998,769.2307692307693,165581.24382384535,0,2
mn-jackson,mn,jackson,0.0,1.0,0.0,1.0,5995.0,2960.0,7.520000000000006,797.20744680851,98225.44709045782,1,5
co-hinsdale,co,hinsdale,0.0,0.0,,,408.0,447.0,0.8299999999999991,491.5662650602415,325563.7959183673,0,1
mi-iron,mi,iron,1.0,1.0,0.3333333333333333,0.3333333333333333,5896.0,3491.0,14.210000000000008,414.9190710767063,54631.05465493162,3,5
sd-moody,sd,moody,0.0,0.0,,,3445.0,1594.0,5.849999999999999,588.888888888889,121461.89397741531,0,4
va-harrisonburgcity,va,harrisonburgcity,3.0,3.0,0.21428571428571427,0.21428571428571427,48914.0,17444.0,17.41999999999999,2807.9219288174527,210942.39215686274,14,1
tx-brazoria,tx,brazoria,27.0,22.0,0.36486486486486486,0.2972972972972973,215870.0,84226.0,179.49000000000004,1202.6853863724996,202024.46787405535,74,22
tn-carroll,tn,carroll,2.0,3.0,0.3333333333333333,0.5,14033.0,6518.0,29.659999999999986,473.1287929871884,80110.6615463614,6,8
mo-bollinger,mo,bollinger,3.0,1.0,0.6,0.2,1857.0,892.0,2.5200000000000005,736.9047619047618,75814.52967420152,5,4
nc-mecklenburg,nc,mecklenburg,279.0,791.0,0.2161115414407436,0.6127033307513555,871406.0,378816.0,402.7699999999943,2163.532537180059,231158.37452442735,1291,7
tx-dawson,tx,dawson,2.0,3.0,0.4,0.6,9644.0,4272.0,6.439999999999996,1497.5155279503115,61359.29502980968,5,2
md-baltimorecity,md,baltimorecity,0.0,2.0,0.0,0.2857142857142857,14373.0,5548.0,4.199999999999997,3422.14285714286,188240.6530612245,7,1
ga-henry,ga,henry,27.0,21.0,0.574468085106383,0.44680851063829785,60109.0,24055.0,42.3,1421.0165484633571,168861.91022803247,47,4
tx-somervell,tx,somervell,1.0,0.0,1.0,0.0,2444.0,1030.0,3.849999999999997,634.8051948051954,215015.20408163266,1,1
ga-glascock,ga,glascock,0.0,0.0,,,886.0,423.0,2.68,330.5970149253731,59721.42943986104,0,3
ar-faulkner,ar,faulkner,15.0,18.0,0.3333333333333333,0.4,72271.0,29738.0,83.32,867.3907825252041,153577.79777107495,45,9
la-iberia,la,iberia,21.0,54.0,0.26582278481012656,0.6835443037974683,37034.0,15715.0,13.909999999999991,2662.401150251619,100857.72578741134,79,3
wi-racine,wi,racine,26.0,61.0,0.10970464135021098,0.25738396624472576,127903.0,53849.5,135.13500000000008,946.4831464831459,171111.18431388796,237,9
sd-hutchinson,sd,hutchinson,0.0,0.0,,,4194.0,2157.0,3.2899999999999983,1274.772036474165,110460.64427161685,0,5
wi-waushara,wi,waushara,0.0,0.0,0.0,0.0,8463.0,3816.0,124.03,68.23349189712167,121910.3963948787,7,9
tx-martin,tx,martin,1.0,0.0,0.2,0.0,2712.0,1063.0,2.08,1303.8461538461538,180590.18146946453,5,2
ne-douglas,ne,douglas,0.0,6.0,0.0,1.2,4293.0,1908.0,5.100000000000001,841.7647058823527,260507.6568583408,5,4
ga-wilkes,ga,wilkes,2.0,0.0,1.0,0.0,4879.0,2366.0,11.469999999999992,425.37053182214504,89732.19323925683,2,3
mo-montgomery,mo,montgomery,1.0,1.0,0.3333333333333333,0.3333333333333333,5897.0,2639.0,9.45,624.021164021164,123556.70889560826,3,6
ms-yazoo,ms,yazoo,16.0,12.0,0.6666666666666666,0.5,13158.0,5201.0,13.149999999999993,1000.6083650190119,64427.156864631565,24,5
ca-siskiyou,ca,siskiyou,6.0,3.0,0.6,0.3,23853.0,11959.0,41.430000000000014,575.7422157856623,181916.43932585994,10,15
wa-mason,wa,mason,17.0,3.0,0.8095238095238095,0.14285714285714285,17689.0,7924.0,21.029999999999998,841.1317165953401,266196.1010675911,21,6
mt-dawson,mt,dawson,1.0,0.0,1.0,0.0,5112.0,2406.0,3.5599999999999965,1435.9550561797766,171270.95083373698,1,2
ca-shasta,ca,shasta,26.0,30.0,0.325,0.375,127963.0,55397.0,239.55000000000015,534.1807555833851,250972.56959774383,80,20
va-lancaster,va,lancaster,0.0,0.0,,,2271.0,1367.0,5.899999999999998,384.9152542372883,243277.32605287907,0,3
wi-trempealeau,wi,trempealeau,0.0,2.0,0.0,0.25,14767.0,6787.5,147.2149999999998,100.30907176578486,143136.29665576725,8,12
mo-platte,mo,platte,423.0,722.0,0.3665511265164645,0.6256499133448874,480592.0,231282.0,348.58000000000675,1378.7136381891983,147602.8453892505,1154,16
in-fulton,in,fulton,1.0,2.0,0.14285714285714285,0.2857142857142857,8331.0,4111.0,5.859999999999999,1421.6723549488056,107856.31519219217,7,4
sc-saluda,sc,saluda,0.0,3.0,0.0,0.5,4393.0,1774.0,5.849999999999998,750.9401709401712,81419.10141959829,6,3
ia-crawford,ia,crawford,2.0,2.0,0.6666666666666666,0.6666666666666666,12582.0,5011.0,13.610000000000003,924.4673034533429,98461.73904349208,3,13
va-brunswick,va,brunswick,0.0,7.0,0.0,7.0,2791.0,1627.0,16.349999999999994,170.70336391437314,153043.12988723457,1,6
md-princegeorges,md,princegeorges,210.0,150.0,0.6306306306306306,0.45045045045045046,412658.0,150773.0,165.57,2492.347647520686,305166.8817257683,333,38
va-buchanan,va,buchanan,6.0,2.0,1.0,0.3333333333333333,3761.0,1828.0,14.509999999999996,259.2005513439008,60359.45770999865,6,3
nc-union,nc,union,13.0,13.0,0.34210526315789475,0.34210526315789475,131909.0,47223.0,146.1400000000001,902.6207745996983,261411.22498448534,38,13
pa-delaware,pa,delaware,866.0,2251.0,0.2999653619674402,0.7797021129199861,1767859.5,771424.5,202.1199999999956,8746.583712646143,162246.90243419076,2887,41
mn-nobles,mn,nobles,3.0,0.0,1.5,0.0,16174.0,6308.0,14.359999999999992,1126.3231197771593,126540.12983189471,2,9
mi-washtenaw,mi,washtenaw,31.0,77.0,0.13304721030042918,0.33047210300429186,159704.0,71238.0,48.24999999999997,3309.9274611398982,334526.5610614246,233,7
mo-audrain,mo,audrain,1.0,8.0,0.045454545454545456,0.36363636363636365,16836.0,7285.0,15.729999999999997,1070.3115066751432,77762.88704662921,22,7
mo-cedar,mo,cedar,3.0,1.0,1.0,0.3333333333333333,5640.0,2991.0,5.859999999999999,962.4573378839591,80615.59606028972,3,3
tx-matagorda,tx,matagorda,3.0,2.0,0.375,0.25,26688.0,11915.0,27.439999999999998,972.594752186589,141303.79304481574,8,6
tx-hood,tx,hood,0.0,1.0,0.0,0.3333333333333333,9830.0,5263.0,26.42,372.06661619984857,228392.87192840275,3,4
mo-vernon,mo,vernon,4.0,0.0,0.4,0.0,10039.0,4779.0,11.180000000000009,897.9427549194984,86124.99926122365,10,9
ga-berrien,ga,berrien,2.0,2.0,0.4,0.4,7975.0,3598.0,9.820000000000006,812.1181262729119,100679.01363569329,5,4
tn-bedford,tn,bedford,3.0,3.0,0.2727272727272727,0.2727272727272727,22995.0,9207.0,29.160000000000007,788.58024691358,144336.91416468838,11,5
in-cass,in,cass,4.0,4.0,0.36363636363636365,0.36363636363636365,21717.0,9322.0,10.399999999999999,2088.173076923077,75857.51997250305,11,5
ia-johnson,ia,johnson,5.0,23.0,0.05555555555555555,0.25555555555555554,108867.0,47121.0,54.03999999999998,2014.5632864544789,215877.36373167593,90,10
ar-baxter,ar,baxter,6.0,5.0,0.23076923076923078,0.19230769230769232,17890.5,9213.5,33.06499999999999,541.0706184787541,124509.59741950565,26,8
ok-kiowa,ok,kiowa,2.0,0.0,1.0,0.0,6873.0,3643.0,7.329999999999999,937.6534788540247,44524.91373447539,2,7
ok-garvin,ok,garvin,2.0,5.0,0.2857142857142857,0.7142857142857143,15390.0,7408.0,15.979999999999999,963.078848560701,60734.980200665574,7,8
in-carroll,in,carroll,0.0,0.0,,,6282.0,2850.0,4.770000000000002,1316.9811320754711,105798.66609380592,0,5
wi-lafayette,wi,lafayette,0.0,0.0,0.0,0.0,6334.666666666666,2871.833333333333,129.06166666666664,49.082479951444405,109232.93060087478,4,8
la-ouachita,la,ouachita,59.0,84.0,0.329608938547486,0.4692737430167598,64308.0,27923.0,43.360000000000035,1483.1180811808106,149308.22967265127,179,5
mn-marshall,mn,marshall,1.0,0.0,1.0,0.0,4618.0,2267.0,6.540000000000002,706.1162079510701,105674.56313747379,1,10
ks-ottawa,ks,ottawa,1.0,0.0,1.0,0.0,3503.0,1635.0,3.3100000000000014,1058.3081570996974,96806.41581754007,1,5
wa-spokane,wa,spokane,53.0,100.0,0.13054187192118227,0.24630541871921183,342388.0,150108.0,133.68999999999997,2561.0591667290005,214941.41843120463,406,14
oh-monroe,oh,monroe,0.0,0.0,,,3681.0,1888.0,4.58,803.7117903930131,90387.39736796905,0,7
tn-lawrence,tn,lawrence,2.0,2.0,0.25,0.25,13801.0,6562.0,20.71,666.3930468372766,101753.898870429,8,5
ok-carter,ok,carter,11.0,23.0,0.25,0.5227272727272727,34978.0,15696.0,119.32000000000009,293.1444854173648,78361.81831486162,44,8
oh-clark,oh,clark,39.0,100.0,0.20418848167539266,0.5235602094240838,72314.0,33486.0,32.44999999999997,2228.4745762711887,101612.05639690201,191,9
in-newton,in,newton,1.0,0.0,1.0,0.0,5804.0,2569.0,8.190000000000001,708.6691086691086,93326.44802631055,1,6
tx-lamar,tx,lamar,8.0,13.0,0.09523809523809523,0.15476190476190477,29071.0,13671.0,48.220000000000006,602.8826213189548,87782.40361637902,84,5
ne-madison,ne,madison,0.0,2.0,0.0,0.2222222222222222,29830.0,12912.0,14.15,2108.1272084805655,140156.5130253774,9,6
mt-carbon,mt,carbon,4.0,0.0,2.0,0.0,4299.0,2795.0,12.240000000000004,351.22549019607834,235020.42715490487,2,8
ne-thurston,ne,thurston,0.0,0.0,,,2074.0,874.0,1.4600000000000004,1420.547945205479,87661.01835270567,0,4
ky-russell,ky,russell,1.0,2.0,0.2,0.4,4235.0,2125.0,7.460000000000002,567.6943699731902,84913.63394957985,5,2
ms-prentiss,ms,prentiss,1.0,4.0,0.07692307692307693,0.3076923076923077,9479.0,4046.0,29.320000000000004,323.2946793997271,89686.25371235987,13,3
ky-larue,ky,larue,0.0,0.0,,,4228.0,1847.0,5.289999999999999,799.2438563327033,106643.17020430262,0,3
sc-georgetown,sc,georgetown,11.0,21.0,0.25,0.4772727272727273,12127.0,5955.0,9.81000000000001,1236.1875637104984,148861.45987980417,44,3
wi-oneida,wi,oneida,1.0,1.0,0.14285714285714285,0.14285714285714285,15003.0,11437.0,188.0599999999999,79.77773051153892,189132.926848592,7,6
sc-sumter,sc,sumter,25.0,31.0,0.3048780487804878,0.3780487804878049,46773.0,20817.0,52.39000000000002,892.7848826111849,112633.29316772104,82,6
ga-warren,ga,warren,4.0,4.0,0.5714285714285714,0.5714285714285714,2314.0,1086.0,3.5000000000000004,661.1428571428571,58724.28716127336,7,3
ky-mccracken,ky,mccracken,4.0,16.0,0.04938271604938271,0.19753086419753085,25400.0,13045.0,20.320000000000032,1249.999999999998,108600.06318762011,81,2
ky-union,ky,union,4.0,3.0,0.4444444444444444,0.3333333333333333,6493.0,3041.0,5.699999999999999,1139.122807017544,75208.10594501003,9,4
nv-washoe,nv,washoe,82.0,125.0,0.26885245901639343,0.4098360655737705,354560.0,157749.0,194.1699999999997,1826.0287377040765,356406.90627250815,305,8
nc-wayne,nc,wayne,46.0,96.0,0.18775510204081633,0.39183673469387753,43904.0,20382.0,34.77000000000009,1262.6977279263701,126711.59828110166,245,6
wi-juneau,wi,juneau,2.0,1.0,0.6666666666666666,0.3333333333333333,11893.0,5271.5,70.91000000000003,167.7196446199407,103148.16515068513,3,7
mi-gratiot,mi,gratiot,1.0,0.0,0.5,0.0,14590.0,6068.0,13.5,1080.7407407407406,83434.06237471917,2,5
il-pope,il,pope,0.0,0.0,,,668.0,406.0,0.4900000000000002,1363.2653061224485,92131.0625,0,1
ar-crittenden,ar,crittenden,11.0,14.0,0.5789473684210527,0.7368421052631579,40789.0,16810.0,70.75000000000003,576.5229681978797,94811.18309625261,19,8
az-lapaz,az,lapaz,5.0,2.0,0.8333333333333334,0.3333333333333333,11734.0,8139.0,274.64000000000004,42.72502184678123,126821.26396463488,6,7
